classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
grey whale,5,"['loggerhead sea turtle', 'triceratops', 'killer whale', 'sea lion', 'mountain']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.882,0.9,0.001,0.891,147,1150
killer whale,1,['grey whale'],[0.02],0.0,0.98,0.925,0.98,0.001,0.952,148,1300
dugong,3,"['great white shark', 'tiger shark', 'king penguin']","[0.02, 0.02, 0.02]",0.0,0.94,0.887,0.94,0.001,0.914,149,1300
sea lion,3,"['dugong', 'cuirass', 'promontory']","[0.02, 0.02, 0.02]",0.0,0.94,0.922,0.94,0.001,0.931,150,1300
chihuahua,14,"['papillon', 'toy terrier', 'basenji', 'pekingese', 'beagle']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.6600000000000001,0.589,0.66,0.001,0.624,151,1300
japanese chin,4,"['pekingese', 'king charles spaniel', 'shih tzu', 'papillon']","[0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.8164965809277263,0.84,0.933,0.84,0.001,0.887,152,772
maltese,6,"['lhasa apso', 'miniature poodle', 'soft coated wheaten terrier', 'west highland white terrier', 'old english sheepdog']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.8000000000000002,0.741,0.8,0.001,0.77,153,1300
pekingese,6,"['australian silky terrier', 'chihuahua', 'maltese', 'shih tzu', 'papillon']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.782,0.86,0.001,0.821,154,1300
shih tzu,7,"['pekingese', 'lhasa apso', 'yorkshire terrier', 'tibetan terrier', 'cocker spaniel']","[0.0599999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638634,0.7799999999999998,0.722,0.78,0.001,0.751,155,1300
king charles spaniel,2,"['welsh springer spaniel', 'collie']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.873,0.96,0.001,0.916,156,1300
papillon,3,"['japanese chin', 'king charles spaniel', 'english springer spaniel']","[0.02, 0.02, 0.02]",0.0,0.94,0.922,0.94,0.001,0.931,157,1300
toy terrier,8,"['chihuahua', 'boston terrier', 'miniature pinscher', 'wire fox terrier', 'australian kelpie']","[0.18, 0.04, 0.04, 0.02, 0.02]",1.4191014536126718,0.64,0.889,0.64,0.001,0.764,158,860
rhodesian ridgeback,5,"['vizsla', 'bloodhound', 'redbone coonhound', 'american staffordshire terrier', 'bullmastiff']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.652,0.86,0.001,0.756,159,1300
afghan hound,2,"['briard', 'newfoundland dog']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.959,0.94,0.001,0.95,160,1300
basset hound,7,"['treeing walker coonhound', 'beagle', 'redbone coonhound', 'boston terrier', 'golden retriever']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.84,0.75,0.84,0.001,0.795,161,1300
beagle,4,"['basset hound', 'treeing walker coonhound', 'bluetick coonhound', 'doormat']","[0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.8164965809277263,0.84,0.677,0.84,0.001,0.758,162,1300
bloodhound,14,"['basset hound', 'redbone coonhound', 'black and tan coonhound', 'english foxhound', 'labrador retriever']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.52,0.867,0.52,0.001,0.694,163,1300
bluetick coonhound,6,"['treeing walker coonhound', 'black and tan coonhound', 'saluki', 'german shorthaired pointer', 'brittany dog']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.7600000000000001,0.95,0.76,0.001,0.855,164,1136
black and tan coonhound,10,"['dobermann', 'rottweiler', 'greater swiss mountain dog', 'toy terrier', 'bloodhound']","[0.1399999999999999, 0.06, 0.04, 0.02, 0.02]",1.1210847078122883,0.6200000000000001,0.816,0.62,0.001,0.718,165,732
treeing walker coonhound,5,"['beagle', 'basset hound', 'english foxhound', 'ibizan hound', 'appenzeller sennenhund']","[0.0799999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.5929270612815712,0.7999999999999998,0.571,0.8,0.001,0.686,166,1025
english foxhound,8,"['treeing walker coonhound', 'beagle', 'bluetick coonhound', 'redbone coonhound', 'saluki']","[0.3199999999999999, 0.1999999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.6817327184847211,0.36,0.818,0.36,0.0,0.589,167,754
redbone coonhound,7,"['rhodesian ridgeback', 'vizsla', 'beagle', 'bloodhound', 'american staffordshire terrier']","[0.1, 0.06, 0.02, 0.02, 0.02]",0.84375,0.74,0.822,0.74,0.001,0.781,168,1290
borzoi,1,['kuvasz'],[0.02],0.0,0.98,0.907,0.98,0.001,0.944,169,1300
irish wolfhound,9,"['scottish deerhound', 'borzoi', 'afghan hound', 'whippet', 'wire fox terrier']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.74,0.902,0.74,0.001,0.821,170,1300
italian greyhound,5,"['whippet', 'ibizan hound', 'american staffordshire terrier', 'dobermann', 'cardigan welsh corgi']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.9,0.9,0.001,0.9,171,1300
whippet,4,"['saluki', 'toy terrier', 'labrador retriever', 'great dane']","[0.1, 0.02, 0.02, 0.02]",1.1547005383792517,0.8400000000000001,0.792,0.84,0.001,0.816,172,1300
ibizan hound,10,"['whippet', 'saluki', 'italian greyhound', 'weimaraner', 'american staffordshire terrier']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.7599999999999999,0.905,0.76,0.001,0.832,173,1300
norwegian elkhound,5,"['keeshond', 'groenendael dog', 'malinois', 'german shepherd dog', 'alaskan malamute']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.917,0.88,0.001,0.899,174,1300
otterhound,9,"['airedale terrier', 'tibetan terrier', 'irish terrier', 'cairn terrier', 'dandie dinmont terrier']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7799999999999999,0.975,0.78,0.001,0.878,175,738
saluki,6,"['whippet', 'treeing walker coonhound', 'italian greyhound', 'labrador retriever', 'english setter']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000002,0.8399999999999999,0.778,0.84,0.001,0.809,176,1300
scottish deerhound,2,"['irish wolfhound', 'great dane']","[0.06, 0.02]",0.0,0.92,0.885,0.92,0.001,0.903,177,1300
weimaraner,3,"['great dane', 'vizsla', 'dobermann']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.902,0.92,0.001,0.911,178,1300
staffordshire bull terrier,4,"['american staffordshire terrier', 'rhodesian ridgeback', 'boston terrier', 'bullmastiff']","[0.1199999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.027209706036234,0.7999999999999998,0.8,0.8,0.001,0.8,179,1300
american staffordshire terrier,8,"['staffordshire bull terrier', 'rhodesian ridgeback', 'chihuahua', 'bullmastiff', 'beagle']","[0.08, 0.06, 0.04, 0.04, 0.02]",0.2715454178836398,0.7,0.673,0.7,0.001,0.686,180,1300
bedlington terrier,3,"['irish wolfhound', 'miniature poodle', 'alaskan tundra wolf']","[0.02, 0.02, 0.02]",0.0,0.94,0.94,0.94,0.001,0.94,181,1258
border terrier,6,"['irish terrier', 'airedale terrier', 'cairn terrier', 'german shepherd dog', 'bullmastiff']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.83,0.88,0.001,0.855,182,1300
kerry blue terrier,7,"['bouvier des flandres dog', 'miniature schnauzer', 'giant schnauzer', 'scottish terrier', 'tibetan terrier']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.84,0.977,0.84,0.001,0.908,183,1273
irish terrier,7,"['soft coated wheaten terrier', 'border terrier', 'lakeland terrier', 'cairn terrier', 'norwich terrier']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.1731251294063556,0.72,0.621,0.72,0.001,0.67,184,1300
norfolk terrier,9,"['norwich terrier', 'maltese', 'border terrier', 'staffordshire bull terrier', 'yorkshire terrier']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.7,0.778,0.7,0.001,0.739,185,1300
norwich terrier,3,"['cairn terrier', 'australian terrier', 'norfolk terrier']","[0.1, 0.06, 0.04]",0.3818017741606064,0.8,0.702,0.8,0.001,0.751,186,1300
yorkshire terrier,9,"['australian silky terrier', 'border terrier', 'australian terrier', 'chihuahua', 'maltese']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.7399999999999999,0.755,0.74,0.001,0.748,187,1300
wire fox terrier,5,"['lakeland terrier', 'airedale terrier', 'west highland white terrier', 'st  bernard', 'standard poodle']","[0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.499999999999999,0.84,0.913,0.84,0.001,0.876,188,977
lakeland terrier,9,"['airedale terrier', 'irish terrier', 'norfolk terrier', 'miniature schnauzer', 'golden retriever']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7600000000000001,0.792,0.76,0.001,0.776,189,1300
sealyham terrier,5,"['maltese', 'irish terrier', 'wire fox terrier', 'lakeland terrier', 'west highland white terrier']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,1.0,0.9,0.001,0.95,190,936
airedale terrier,5,"['irish terrier', 'norfolk terrier', 'lakeland terrier', 'boxer', 'standard poodle']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8799999999999999,0.846,0.88,0.001,0.863,191,1300
cairn terrier,7,"['norfolk terrier', 'norwich terrier', 'irish terrier', 'australian terrier', 'scottish terrier']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.774,0.82,0.001,0.797,192,1300
australian terrier,12,"['norwich terrier', 'norfolk terrier', 'yorkshire terrier', 'australian silky terrier', 'pekingese']","[0.1399999999999999, 0.04, 0.04, 0.04, 0.02]",1.3703729243142675,0.5800000000000001,0.659,0.58,0.001,0.619,193,1300
dandie dinmont terrier,6,"['maltese', 'shih tzu', 'border terrier', 'irish terrier', 'australian terrier']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.88,0.88,0.88,0.001,0.88,194,1156
boston terrier,4,"['chihuahua', 'greater swiss mountain dog', 'french bulldog', 'muzzle']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.8999999999999999,0.804,0.9,0.001,0.852,195,1300
miniature schnauzer,6,"['standard schnauzer', 'scottish terrier', 'australian terrier', 'dandie dinmont terrier', 'tibetan terrier']","[0.2, 0.04, 0.02, 0.02, 0.02]",1.456547284601344,0.68,0.919,0.68,0.001,0.8,196,1300
giant schnauzer,3,"['scottish terrier', 'standard schnauzer', 'bouvier des flandres dog']","[0.06, 0.04, 0.04]",0.7071067811865466,0.86,0.843,0.86,0.001,0.851,197,1300
standard schnauzer,3,"['giant schnauzer', 'miniature schnauzer', 'briard']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.767,0.92,0.001,0.844,198,1300
scottish terrier,6,"['west highland white terrier', 'kerry blue terrier', 'groenendael dog', 'bouvier des flandres dog', 'dalmatian']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.8199999999999998,0.804,0.82,0.001,0.812,199,1300
tibetan terrier,7,"['shih tzu', 'lhasa apso', 'otterhound', 'yorkshire terrier', 'golden retriever']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.7600000000000001,0.745,0.76,0.001,0.752,200,1300
australian silky terrier,5,"['australian terrier', 'yorkshire terrier', 'norfolk terrier', 'norwich terrier', 'tibetan terrier']","[0.12, 0.1, 0.02, 0.02, 0.02]",0.4692912730377025,0.7200000000000001,0.818,0.72,0.001,0.769,201,1300
soft coated wheaten terrier,8,"['irish terrier', 'tibetan terrier', 'lakeland terrier', 'airedale terrier', 'cairn terrier']","[0.1399999999999999, 0.06, 0.02, 0.02, 0.02]",1.1500493356615296,0.68,0.791,0.68,0.001,0.736,202,1300
west highland white terrier,4,"['king charles spaniel', 'norfolk terrier', 'kuvasz', 'polar bear']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.836,0.92,0.001,0.878,203,1300
lhasa apso,6,"['shih tzu', 'maltese', 'tibetan terrier', 'yorkshire terrier', 'cocker spaniel']","[0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.9704949588309458,0.72,0.766,0.72,0.001,0.743,204,1300
flat coated retriever,7,"['labrador retriever', 'groenendael dog', 'schipperke', 'tibetan mastiff', 'newfoundland dog']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.745,0.82,0.001,0.782,205,1300
curly coated retriever,5,"['flat coated retriever', 'irish water spaniel', 'german shorthaired pointer', 'vizsla', 'bouvier des flandres dog']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.8200000000000001,0.911,0.82,0.001,0.865,206,1218
golden retriever,3,"['staffordshire bull terrier', 'kuvasz', 'bernese mountain dog']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9399999999999998,0.712,0.94,0.001,0.826,207,1300
labrador retriever,7,"['flat coated retriever', 'golden retriever', 'treeing walker coonhound', 'kuvasz', 'australian kelpie']","[0.06, 0.06, 0.02, 0.02, 0.02]",0.4082482904638627,0.7799999999999999,0.672,0.78,0.001,0.726,208,1300
chesapeake bay retriever,3,"['labrador retriever', 'vizsla', 'newfoundland dog']","[0.06, 0.04, 0.02]",-3.4418417623860006e-16,0.88,0.936,0.88,0.001,0.908,209,1300
german shorthaired pointer,4,"['vizsla', 'whippet', 'english springer spaniel', 'great dane']","[0.06, 0.02, 0.02, 0.02]",1.1547005383792517,0.88,0.863,0.88,0.001,0.871,210,1300
vizsla,4,"['rhodesian ridgeback', 'redbone coonhound', 'american staffordshire terrier', 'labrador retriever']","[0.1, 0.02, 0.02, 0.02]",1.1547005383792517,0.8400000000000001,0.737,0.84,0.001,0.788,211,1300
english setter,4,"['brittany dog', 'english springer spaniel', 'golden retriever', 'appenzeller sennenhund']","[0.06, 0.04, 0.02, 0.02]",0.4933822002181591,0.86,0.86,0.86,0.001,0.86,212,1300
irish setter,6,"['redbone coonhound', 'brittany dog', 'welsh springer spaniel', 'cocker spaniel', 'st  bernard']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.88,0.936,0.88,0.001,0.908,213,1300
gordon setter,6,"['black and tan coonhound', 'english setter', 'irish setter', 'bernese mountain dog', 'appenzeller sennenhund']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.917,0.88,0.001,0.899,214,1300
brittany dog,2,"['english setter', 'miniature poodle']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.75,0.96,0.001,0.855,215,1300
clumber spaniel,4,"['irish terrier', 'golden retriever', 'brittany dog', 'sussex spaniel']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.958,0.92,0.001,0.939,216,1300
english springer spaniel,2,"['brittany dog', 'cocker spaniel']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.87,0.94,0.001,0.905,217,1300
welsh springer spaniel,3,"['brittany dog', 'king charles spaniel', 'cocker spaniel']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",9.17824469969593e-16,0.8799999999999999,0.898,0.88,0.001,0.889,218,1300
cocker spaniel,8,"['welsh springer spaniel', 'irish terrier', 'golden retriever', 'gordon setter', 'brittany dog']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8200000000000001,0.719,0.82,0.001,0.77,219,1300
sussex spaniel,6,"['cocker spaniel', 'king charles spaniel', 'curly coated retriever', 'golden retriever', 'clumber spaniel']","[0.1399999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7600000000000002,0.927,0.76,0.001,0.844,220,1300
irish water spaniel,4,"['scottish deerhound', 'curly coated retriever', 'brittany dog', 'miniature poodle']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.868,0.92,0.001,0.894,221,969
kuvasz,5,"['samoyed', 'golden retriever', 'great pyrenees dog', 'alaskan tundra wolf', 'bernese mountain dog']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.7799999999999999,0.765,0.78,0.001,0.772,222,1300
schipperke,4,"['flat coated retriever', 'groenendael dog', 'pug', 'soccer ball']","[0.04, 0.04, 0.02, 0.02]",4.68375338513738e-16,0.88,0.815,0.88,0.001,0.847,223,1300
groenendael dog,8,"['afghan hound', 'scottish terrier', 'flat coated retriever', 'labrador retriever', 'gordon setter']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.84,0.808,0.84,0.001,0.824,224,1300
malinois,3,"['german shepherd dog', 'labrador retriever', 'dingo']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.902,0.92,0.001,0.911,225,1300
briard,15,"['collie', 'bouvier des flandres dog', 'irish terrier', 'giant schnauzer', 'tibetan terrier']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.66,0.825,0.66,0.001,0.742,226,1300
australian kelpie,10,"['border collie', 'flat coated retriever', 'schipperke', 'malinois', 'collie']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.765,0.78,0.001,0.772,227,1300
komondor,4,"['old english sheepdog', 'soft coated wheaten terrier', 'german shorthaired pointer', 'quill']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.9,0.938,0.9,0.001,0.919,228,1300
old english sheepdog,3,"['maltese', 'border collie', 'newfoundland dog']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.92,0.92,0.001,0.92,229,1300
shetland sheepdog,5,"['collie', 'beagle', 'saluki', 'golden retriever', 'keeshond']","[0.1399999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7800000000000001,0.848,0.78,0.001,0.814,230,1300
collie,5,"['border collie', 'shetland sheepdog', 'tibetan terrier', 'golden retriever', 'old english sheepdog']","[0.22, 0.08, 0.02, 0.02, 0.02]",1.2089025085804523,0.64,0.582,0.64,0.001,0.611,231,1300
border collie,5,"['collie', 'japanese chin', 'english springer spaniel', 'appenzeller sennenhund', 'tibetan mastiff']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.8199999999999998,0.672,0.82,0.001,0.746,232,1300
bouvier des flandres dog,5,"['giant schnauzer', 'flat coated retriever', 'irish water spaniel', 'alaskan malamute', 'standard poodle']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.782,0.86,0.001,0.821,233,1300
rottweiler,4,"['norwich terrier', 'greater swiss mountain dog', 'appenzeller sennenhund', 'brussels griffon']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9199999999999998,0.73,0.92,0.001,0.825,234,1300
german shepherd dog,4,"['whippet', 'malinois', 'australian kelpie', 'shetland sheepdog']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.793,0.92,0.001,0.856,235,1300
dobermann,3,"['rottweiler', 'black and tan coonhound', 'appenzeller sennenhund']","[0.1399999999999999, 0.02, 0.02]",0.7071067811865472,0.8200000000000001,0.774,0.82,0.001,0.797,236,1300
miniature pinscher,7,"['dobermann', 'chihuahua', 'whippet', 'german shepherd dog', 'french bulldog']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8399999999999999,0.894,0.84,0.001,0.867,237,1300
greater swiss mountain dog,6,"['appenzeller sennenhund', 'bernese mountain dog', 'entlebucher sennenhund', 'kuvasz', 'german shepherd dog']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.7799999999999999,0.672,0.78,0.001,0.726,238,1300
bernese mountain dog,1,['appenzeller sennenhund'],[0.04],0.0,0.96,0.842,0.96,0.001,0.901,239,1300
appenzeller sennenhund,3,"['entlebucher sennenhund', 'greater swiss mountain dog', 'bernese mountain dog']","[0.2999999999999999, 0.22, 0.04]",-0.4310415657281531,0.44,0.423,0.44,0.001,0.432,240,1300
entlebucher sennenhund,2,"['appenzeller sennenhund', 'greater swiss mountain dog']","[0.26, 0.06]",0.0,0.68,0.667,0.68,0.001,0.674,241,1300
boxer,7,"['rhodesian ridgeback', 'american staffordshire terrier', 'bullmastiff', 'french bulldog', 'boston terrier']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3714193236627636e-15,0.7599999999999999,0.792,0.76,0.001,0.776,242,1300
bullmastiff,5,"['boxer', 'french bulldog', 'american staffordshire terrier', 'border terrier', 'soccer ball']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.84,0.84,0.84,0.001,0.84,243,1300
tibetan mastiff,3,"['norwegian elkhound', 'husky', 'newfoundland dog']","[0.02, 0.02, 0.02]",0.0,0.94,0.887,0.94,0.001,0.914,244,1300
french bulldog,3,"['staffordshire bull terrier', 'chihuahua', 'boston terrier']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.836,0.92,0.001,0.878,245,1300
great dane,8,"['weimaraner', 'rhodesian ridgeback', 'boxer', 'dalmatian', 'borzoi']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.74,0.881,0.74,0.001,0.81,246,1300
st  bernard,2,"['golden retriever', 'great pyrenees dog']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.941,0.96,0.001,0.95,247,1300
husky,6,"['siberian husky', 'alaskan malamute', 'grey wolf', 'alaskan tundra wolf', 'dog sled']","[0.38, 0.08, 0.04, 0.04, 0.04]",1.4513365141712364,0.4,0.465,0.4,0.001,0.432,248,1300
alaskan malamute,5,"['husky', 'siberian husky', 'norwegian elkhound', 'newfoundland dog', 'alaskan tundra wolf']","[0.1, 0.06, 0.02, 0.02, 0.02]",0.84375,0.7799999999999999,0.684,0.78,0.001,0.732,249,1300
siberian husky,4,"['husky', 'alaskan malamute', 'grey wolf', 'dingo']","[0.24, 0.1, 0.02, 0.02]",0.7596871946653994,0.62,0.517,0.62,0.001,0.568,250,1300
dalmatian,2,"['english setter', 'soccer ball']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.906,0.96,0.001,0.933,251,1300
affenpinscher,6,"['shih tzu', 'giant schnauzer', 'scottish terrier', 'labrador retriever', 'tibetan mastiff']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.936,0.88,0.001,0.908,252,954
basenji,4,"['treeing walker coonhound', 'ibizan hound', 'boston terrier', 'boxer']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.885,0.92,0.001,0.903,253,1300
pug,2,"['boston terrier', 'shopping cart']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.923,0.96,0.001,0.942,254,1300
leonberger,1,['golden retriever'],[0.02],0.0,0.98,0.98,0.98,0.001,0.98,255,1300
newfoundland dog,6,"['tibetan mastiff', 'dandie dinmont terrier', 'sussex spaniel', 'schipperke', 'rottweiler']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.827,0.86,0.001,0.843,256,1300
great pyrenees dog,8,"['kuvasz', 'borzoi', 'flat coated retriever', 'labrador retriever', 'border collie']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.909,0.8,0.001,0.854,257,1300
samoyed,0,[],[],0.0,1.0,0.877,1.0,0.001,0.938,258,1300
pomeranian,1,['pekingese'],[0.02],0.0,0.98,0.891,0.98,0.001,0.936,259,1300
chow chow,5,"['kuvasz', 'briard', 'australian kelpie', 'rottweiler', 'tennis ball']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.978,0.9,0.001,0.939,260,1300
keeshond,2,"['norwegian elkhound', 'samoyed']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.94,0.94,0.001,0.94,261,1300
brussels griffon,1,['pembroke welsh corgi'],[0.02],0.0,0.98,0.961,0.98,0.001,0.97,262,1070
pembroke welsh corgi,5,"['cardigan welsh corgi', 'beagle', 'american staffordshire terrier', 'german shorthaired pointer', 'alaskan malamute']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.8,0.88,0.001,0.84,263,1300
cardigan welsh corgi,3,"['pembroke welsh corgi', 'collie', 'border collie']","[0.16, 0.02, 0.02]",0.707106781186548,0.8,0.87,0.8,0.001,0.835,264,1300
toy poodle,10,"['miniature poodle', 'bouvier des flandres dog', 'standard poodle', 'maltese', 'bedlington terrier']","[0.16, 0.04, 0.04, 0.02, 0.02]",1.3933319214743298,0.62,0.646,0.62,0.001,0.633,265,1300
miniature poodle,9,"['toy poodle', 'standard poodle', 'irish water spaniel', 'bedlington terrier', 'dandie dinmont terrier']","[0.22, 0.06, 0.04, 0.02, 0.02]",1.361323120053111,0.5599999999999999,0.651,0.56,0.001,0.606,266,1300
standard poodle,3,"['kuvasz', 'miniature poodle', 'gorilla']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9399999999999998,0.839,0.94,0.001,0.89,267,1300
mexican hairless dog xoloitzcuintli,3,"['chihuahua', 'rhodesian ridgeback', 'labrador retriever']","[0.02, 0.02, 0.02]",0.0,0.94,0.904,0.94,0.001,0.922,268,755
grey wolf,7,"['red wolf or maned wolf', 'dingo', 'husky', 'alaskan tundra wolf', 'coyote']","[0.1199999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.6817327184847214,0.6999999999999998,0.648,0.7,0.001,0.674,269,1300
alaskan tundra wolf,3,"['grey wolf', 'alaskan malamute', 'baboon']","[0.06, 0.02, 0.02]",0.7071067811865476,0.8999999999999999,0.833,0.9,0.001,0.866,270,1300
red wolf or maned wolf,8,"['grey wolf', 'coyote', 'alaskan malamute', 'dingo', 'dhole']","[0.1399999999999999, 0.08, 0.02, 0.02, 0.02]",0.8437499999999999,0.6600000000000001,0.635,0.66,0.001,0.648,271,1300
coyote,8,"['red wolf or maned wolf', 'grey fox', 'grey wolf', 'dhole', 'kit fox']","[0.12, 0.1, 0.08, 0.04, 0.04]",0.0351562500000006,0.5599999999999999,0.718,0.56,0.001,0.639,272,1300
dingo,8,"['australian kelpie', 'chihuahua', 'schipperke', 'malinois', 'german shepherd dog']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8199999999999998,0.719,0.82,0.001,0.77,273,1300
dhole,4,"['grey wolf', 'red wolf or maned wolf', 'dingo', 'african wild dog']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.92,0.92,0.001,0.92,274,1300
african wild dog,0,[],[],0.0,1.0,0.943,1.0,0.001,0.972,275,1300
