classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
komondor,8,"['old english sheepdog', 'bedlington terrier', 'airedale terrier', 'soft coated wheaten terrier', 'west highland white terrier']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7799999999999999,0.886,0.78,0.001,0.833,228,1202
old english sheepdog,13,"['tibetan terrier', 'otterhound', 'sealyham terrier', 'west highland white terrier', 'brittany dog']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.72,0.545,0.72,0.001,0.633,229,1172
shetland sheepdog,14,"['papillon', 'saluki', 'irish setter', 'brittany dog', 'old english sheepdog']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7200000000000001,0.333,0.72,0.002,0.526,230,1146
collie,8,"['shetland sheepdog', 'border collie', 'borzoi', 'english setter', 'briard']","[0.72, 0.1399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.398082892326481,0.0199999999999999,0.333,0.02,0.0,0.177,231,1027
border collie,13,"['shetland sheepdog', 'australian kelpie', 'old english sheepdog', 'cardigan welsh corgi', 'japanese chin']","[0.12, 0.04, 0.04, 0.04, 0.02]",1.304047329369509,0.58,0.592,0.58,0.001,0.586,232,1086
bouvier des flandres dog,17,"['giant schnauzer', 'standard poodle', 'scottish deerhound', 'kerry blue terrier', 'lakeland terrier']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.36,0.333,0.36,0.001,0.347,233,1225
rottweiler,14,"['dobermann', 'flat coated retriever', 'appenzeller sennenhund', 'bloodhound', 'bluetick coonhound']","[0.1399999999999999, 0.04, 0.04, 0.02, 0.02]",1.3532751773025922,0.5599999999999999,0.509,0.56,0.001,0.534,234,1037
german shepherd dog,11,"['norwegian elkhound', 'australian kelpie', 'american staffordshire terrier', 'irish terrier', 'schipperke']","[0.1, 0.06, 0.02, 0.02, 0.02]",0.84375,0.66,0.458,0.66,0.001,0.559,235,1036
dobermann,18,"['rottweiler', 'redbone coonhound', 'australian kelpie', 'miniature pinscher', 'bluetick coonhound']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.54,0.422,0.54,0.001,0.481,236,1102
miniature pinscher,16,"['chihuahua', 'dobermann', 'basenji', 'bloodhound', 'redbone coonhound']","[0.06, 0.06, 0.04, 0.02, 0.02]",-4.848699518061081e-16,0.58,0.439,0.58,0.001,0.509,237,1160
greater swiss mountain dog,17,"['entlebucher sennenhund', 'bernese mountain dog', 'appenzeller sennenhund', 'basset hound', 'rottweiler']","[0.2199999999999999, 0.1399999999999999, 0.1399999999999999, 0.0399999999999999, 0.0399999999999999]",0.1702026400476156,0.1599999999999999,0.2,0.16,0.001,0.18,238,1179
bernese mountain dog,9,"['appenzeller sennenhund', 'greater swiss mountain dog', 'papillon', 'english springer spaniel', 'border collie']","[0.0799999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.5929270612815712,0.72,0.621,0.72,0.001,0.67,239,1063
appenzeller sennenhund,8,"['entlebucher sennenhund', 'greater swiss mountain dog', 'bernese mountain dog', 'swing', 'bloodhound']","[0.22, 0.18, 0.08, 0.04, 0.02]",0.3133036679214676,0.4,0.339,0.4,0.001,0.37,240,1176
entlebucher sennenhund,8,"['appenzeller sennenhund', 'greater swiss mountain dog', 'bluetick coonhound', 'border collie', 'basenji']","[0.32, 0.2, 0.02, 0.02, 0.02]",0.6817327184847216,0.36,0.333,0.36,0.001,0.347,241,1189
boxer,13,"['bullmastiff', 'staffordshire bull terrier', 'rhodesian ridgeback', 'american staffordshire terrier', 'boston terrier']","[0.1999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4451375710458831,0.4399999999999999,0.611,0.44,0.001,0.526,242,1090
bullmastiff,10,"['rhodesian ridgeback', 'french bulldog', 'great dane', 'pekingese', 'staffordshire bull terrier']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-3.636524638545784e-16,0.6999999999999998,0.455,0.7,0.002,0.578,243,1096
tibetan mastiff,8,"['newfoundland dog', 'chihuahua', 'giant schnauzer', 'australian kelpie', 'shetland sheepdog']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.7799999999999999,0.765,0.78,0.001,0.772,244,1066
french bulldog,9,"['boston terrier', 'staffordshire bull terrier', 'toy terrier', 'beagle', 'italian greyhound']","[0.0999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.2909944487358054,0.72,0.48,0.72,0.002,0.6,245,1133
great dane,21,"['dalmatian', 'whippet', 'bullmastiff', 'redbone coonhound', 'borzoi']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9128709291752763,0.3399999999999999,0.425,0.34,0.001,0.382,246,1183
st  bernard,10,"['brittany dog', 'chihuahua', 'king charles spaniel', 'basset hound', 'tibetan terrier']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.765,0.78,0.001,0.772,247,1073
husky,11,"['siberian husky', 'alaskan malamute', 'kuvasz', 'alaskan tundra wolf', 'swing']","[0.44, 0.24, 0.04, 0.04, 0.04]",0.843749999999999,0.08,0.286,0.08,0.0,0.183,248,956
alaskan malamute,10,"['siberian husky', 'kuvasz', 'shetland sheepdog', 'border collie', 'great dane']","[0.3799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000002,0.4399999999999999,0.367,0.44,0.001,0.403,249,1135
siberian husky,10,"['alaskan malamute', 'husky', 'norwegian elkhound', 'wallaby', 'golden retriever']","[0.26, 0.08, 0.04, 0.02, 0.02]",1.2985290029050784,0.4800000000000001,0.308,0.48,0.002,0.394,250,1120
dalmatian,4,"['english setter', 'snow leopard', 'soccer ball', 'swing']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.754,0.92,0.001,0.837,251,1206
affenpinscher,15,"['giant schnauzer', 'briard', 'newfoundland dog', 'pekingese', 'shih tzu']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.6200000000000001,0.795,0.62,0.001,0.708,252,751
basenji,10,"['ibizan hound', 'pembroke welsh corgi', 'chihuahua', 'beagle', 'bluetick coonhound']","[0.08, 0.06, 0.02, 0.02, 0.02]",0.5929270612815718,0.7,0.547,0.7,0.001,0.624,253,1200
pug,18,"['brussels griffon', 'french bulldog', 'siamese cat', 'bow tie', 'pekingese']","[0.26, 0.18, 0.06, 0.06, 0.02]",0.5557336935004378,0.16,1.0,0.16,0.0,0.58,254,1049
leonberger,6,"['tibetan mastiff', 'st  bernard', 'flat coated retriever', 'groenendael dog', 'briard']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.84,0.764,0.84,0.001,0.802,255,1171
newfoundland dog,16,"['tibetan mastiff', 'border collie', 'wombat', 'king penguin', 'afghan hound']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.5999999999999999,0.517,0.6,0.001,0.558,256,1108
great pyrenees dog,13,"['kuvasz', 'husky', 'samoyed', 'tibetan terrier', 'golden retriever']","[0.18, 0.04, 0.04, 0.02, 0.02]",1.4191014536126718,0.54,0.45,0.54,0.001,0.495,257,1186
samoyed,6,"['alaskan tundra wolf', 'schipperke', 'alaskan malamute', 'great pyrenees dog', 'chow chow']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.642,0.86,0.001,0.751,258,1170
pomeranian,8,"['keeshond', 'pekingese', 'golden retriever', 'schipperke', 'siberian husky']","[0.12, 0.06, 0.04, 0.02, 0.02]",0.9704949588309452,0.68,0.694,0.68,0.001,0.687,259,1030
chow chow,10,"['samoyed', 'pomeranian', 'schipperke', 'briard', 'tibetan mastiff']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7600000000000001,0.884,0.76,0.001,0.822,260,1093
keeshond,9,"['norwegian elkhound', 'schipperke', 'bouvier des flandres dog', 'german shepherd dog', 'newfoundland dog']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.7999999999999998,0.645,0.8,0.001,0.722,261,1142
brussels griffon,17,"['german shepherd dog', 'bullmastiff', 'chihuahua', 'norfolk terrier', 'affenpinscher']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.52,0.531,0.52,0.001,0.526,262,914
pembroke welsh corgi,15,"['cardigan welsh corgi', 'basenji', 'chow chow', 'king charles spaniel', 'wire fox terrier']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.62,0.508,0.62,0.001,0.564,263,1233
cardigan welsh corgi,16,"['pembroke welsh corgi', 'border collie', 'loggerhead sea turtle', 'basset hound', 'irish terrier']","[0.3199999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4842971984491509,0.36,0.462,0.36,0.001,0.411,264,1241
toy poodle,19,"['miniature poodle', 'bedlington terrier', 'maltese', 'standard poodle', 'swing']","[0.18, 0.08, 0.04, 0.04, 0.04]",1.2332237528390575,0.34,0.327,0.34,0.001,0.334,265,1152
miniature poodle,13,"['toy poodle', 'standard poodle', 'bedlington terrier', 'maltese', 'shih tzu']","[0.32, 0.16, 0.06, 0.02, 0.02]",0.892095238586534,0.26,0.295,0.26,0.001,0.277,266,1107
standard poodle,12,"['bedlington terrier', 'miniature poodle', 'llama', 'siamang', 'afghan hound']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.66,0.458,0.66,0.001,0.559,267,1182
mexican hairless dog xoloitzcuintli,12,"['italian greyhound', 'hammerhead shark', 'chihuahua', 'redbone coonhound', 'saluki']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.74,0.881,0.74,0.001,0.81,268,685
grey wolf,8,"['alaskan tundra wolf', 'african wild dog', 'wallaby', 'norwegian elkhound', 'groenendael dog']","[0.0999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.2909944487358054,0.7399999999999999,0.561,0.74,0.001,0.651,269,933
alaskan tundra wolf,6,"['grey wolf', 'polar bear', 'kuvasz', 'siberian husky', 'snow leopard']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.84,0.583,0.84,0.001,0.712,270,919
red wolf or maned wolf,11,"['grey wolf', 'grey fox', 'dhole', 'red fox', 'coyote']","[0.2, 0.08, 0.06, 0.06, 0.04]",1.321086967875272,0.44,0.688,0.44,0.001,0.564,271,1034
coyote,14,"['grey fox', 'grey wolf', 'red wolf or maned wolf', 'red fox', 'ibizan hound']","[0.3799999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0199999999999999]",1.360892729443322,0.1999999999999999,0.769,0.2,0.0,0.485,272,828
dingo,19,"['australian kelpie', 'dhole', 'basenji', 'wombat', 'slug']","[0.08, 0.08, 0.04, 0.02, 0.02]",0.2115471544831129,0.48,0.857,0.48,0.001,0.668,273,1074
dhole,5,"['red wolf or maned wolf', 'norwegian elkhound', 'standard poodle', 'grey wolf', 'lion']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.754,0.86,0.001,0.807,274,1153
african wild dog,3,"['irish terrier', 'hyena', 'badger']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9399999999999998,0.959,0.94,0.001,0.95,275,1028
hyena,9,"['magpie', 'kuvasz', 'briard', 'grey wolf', 'alaskan tundra wolf']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8199999999999998,0.82,0.82,0.001,0.82,276,980
red fox,7,"['kit fox', 'grey fox', 'red panda', 'wallaby', 'irish setter']","[0.32, 0.06, 0.04, 0.02, 0.02]",1.4391254127020792,0.5000000000000001,0.463,0.5,0.001,0.482,277,966
kit fox,7,"['red fox', 'grey fox', 'dhole', 'hen', 'chow chow']","[0.36, 0.06, 0.04, 0.02, 0.02]",1.452831644403062,0.4599999999999999,0.523,0.46,0.001,0.492,278,989
arctic fox,10,"['alaskan tundra wolf', 'samoyed', 'polar bear', 'keeshond', 'kuvasz']","[0.18, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.039188922370417,0.5199999999999999,0.929,0.52,0.001,0.724,279,898
grey fox,11,"['grey wolf', 'kit fox', 'quail', 'great pyrenees dog', 'red wolf or maned wolf']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.7399999999999999,0.521,0.74,0.001,0.631,280,1056
tabby cat,10,"['tiger cat', 'persian cat', 'wombat', 'siamese cat', 'lynx']","[0.18, 0.06, 0.02, 0.02, 0.02]",1.2909944487358054,0.6,0.39,0.6,0.002,0.495,281,980
tiger cat,10,"['tabby cat', 'persian cat', 'siamese cat', 'lynx', 'maltese']","[0.2999999999999999, 0.04, 0.04, 0.04, 0.02]",1.4796187537579817,0.4599999999999999,0.242,0.46,0.002,0.351,282,891
persian cat,5,"['maltese', 'keeshond', 'tabby cat', 'tiger cat', 'angora rabbit']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.682,0.9,0.001,0.791,283,963
siamese cat,4,"['king charles spaniel', 'tabby cat', 'persian cat', 'paper towel']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.639,0.92,0.001,0.78,284,1104
egyptian mau,19,"['tabby cat', 'tiger cat', 'siamese cat', 'wallaby', 'chihuahua']","[0.32, 0.16, 0.1399999999999999, 0.02, 0.02]",0.5685753569536365,0.06,0.429,0.06,0.0,0.244,285,934
cougar,9,"['koala', 'rhodesian ridgeback', 'siberian husky', 'red wolf or maned wolf', 'tiger cat']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8199999999999998,0.759,0.82,0.001,0.79,286,945
lynx,13,"['tiger cat', 'jaguar', 'grey wolf', 'alaskan tundra wolf', 'hyena']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.66,0.805,0.66,0.001,0.732,287,970
leopard,2,"['jaguar', 'cheetah']","[0.16, 0.06]",0.0,0.7799999999999999,0.796,0.78,0.001,0.788,288,859
snow leopard,5,"['lynx', 'cougar', 'leopard', 'lion', 'gorilla']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8799999999999999,0.898,0.88,0.001,0.889,289,920
jaguar,5,"['leopard', 'snow leopard', 'cheetah', 'american black bear', 'sloth bear']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.7800000000000001,0.75,0.78,0.001,0.765,290,824
lion,4,"['grey wolf', 'hyena', 'tiger', 'polar bear']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.807,0.92,0.001,0.864,291,842
tiger,4,"['tiger cat', 'loggerhead sea turtle', 'leopard', 'pillow']","[0.8999999999999999, 0.02, 0.02, 0.02]",1.154700538379251,0.04,0.667,0.04,0.0,0.354,292,804
cheetah,5,"['jaguar', 'lion', 'hyena', 'leopard', 'mongoose']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.86,0.843,0.86,0.001,0.851,293,907
brown bear,4,"['american black bear', 'polar bear', 'sloth bear', 'patas monkey']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.836,0.92,0.001,0.878,294,862
american black bear,5,"['sloth bear', 'brown bear', 'groenendael dog', 'hyena', 'badger']","[0.1199999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.0269996056981556,0.7599999999999999,0.776,0.76,0.001,0.768,295,857
polar bear,8,"['spoonbill', 'great pyrenees dog', 'cougar', 'mink', 'candle']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.84,0.646,0.84,0.001,0.743,296,764
sloth bear,14,"['american black bear', 'brown bear', 'red breasted merganser', 'black and tan coonhound', 'scottish terrier']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.62,0.689,0.62,0.001,0.654,297,1034
mongoose,12,"['meerkat', 'grey fox', 'marmoset', 'indri', 'wallaby']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.8675276172357087,0.6399999999999999,0.627,0.64,0.001,0.634,298,1070
meerkat,5,"['mongoose', 'bedlington terrier', 'keeshond', 'cheetah', 'three toed sloth']","[0.12, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.8,0.833,0.8,0.001,0.816,299,892
tiger beetle,6,"['longhorn beetle', 'ground beetle', 'leaf beetle', 'weevil', 'fly']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.796,0.86,0.001,0.828,300,1073
ladybug,5,"['horse chestnut seed', 'leaf beetle', 'bee', 'dragonfly', 'strainer']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8799999999999999,0.759,0.88,0.001,0.82,301,862
ground beetle,8,"['tiger beetle', 'longhorn beetle', 'dung beetle', 'rhinoceros beetle', 'fly']","[0.12, 0.06, 0.06, 0.06, 0.04]",1.1731251294063558,0.6,0.638,0.6,0.001,0.619,302,914
longhorn beetle,11,"['weevil', 'leaf beetle', 'coucal', 'tiger beetle', 'ground beetle']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.64,0.525,0.64,0.001,0.582,303,1021
leaf beetle,9,"['ladybug', 'tiger beetle', 'longhorn beetle', 'leafhopper', 'ground beetle']","[0.22, 0.04, 0.04, 0.04, 0.02]",1.458054813315981,0.5599999999999999,0.7,0.56,0.001,0.63,304,943
dung beetle,9,"['ground beetle', 'american bullfrog', 'southern black widow', 'leaf beetle', 'rhinoceros beetle']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8000000000000002,0.784,0.8,0.001,0.792,305,1110
rhinoceros beetle,8,"['dung beetle', 'ground beetle', 'longhorn beetle', 'desert grassland whiptail lizard', 'crayfish']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.7400000000000001,0.804,0.74,0.001,0.772,306,818
weevil,5,"['longhorn beetle', 'ground beetle', 'dung beetle', 'cicada', 'poke bonnet']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.672,0.86,0.001,0.766,307,979
fly,13,"['longhorn beetle', 'tick', 'fiddler crab', 'weevil', 'bee']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7000000000000001,0.729,0.7,0.001,0.714,308,855
bee,8,"['apiary', 'honeycomb', 'fly', 'cicada', 'leafhopper']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8000000000000002,0.87,0.8,0.001,0.835,309,831
ant,16,"['cockroach', 'tick', 'longhorn beetle', 'cricket insect', 'buckle']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.5599999999999999,0.622,0.56,0.001,0.591,310,989
grasshopper,13,"['cricket insect', 'longhorn beetle', 'praying mantis', 'stick insect', 'leafhopper']","[0.26, 0.06, 0.06, 0.04, 0.04]",1.458124996146129,0.36,0.545,0.36,0.001,0.452,311,848
cricket insect,14,"['grasshopper', 'cockroach', 'leafhopper', 'swing', 'harvestman']","[0.18, 0.06, 0.04, 0.04, 0.02]",1.3210869678752717,0.48,0.522,0.48,0.001,0.501,312,862
stick insect,15,"['praying mantis', 'newt', 'desert grassland whiptail lizard', 'european green lizard', 'vine snake']","[0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.499999999999999,0.6399999999999999,0.525,0.64,0.001,0.582,313,1116
cockroach,29,"['centipede', 'ground beetle', 'ant', 'isopod', 'cricket insect']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.26,0.5,0.26,0.001,0.38,314,520
praying mantis,16,"['stick insect', 'leafhopper', 'grasshopper', 'hammerhead shark', 'european green lizard']","[0.1399999999999999, 0.06, 0.04, 0.02, 0.02]",1.1210847078122883,0.5,0.676,0.5,0.001,0.588,315,896
cicada,8,"['fiddler crab', 'hermit crab', 'ground beetle', 'fly', 'bee']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.84,0.764,0.84,0.001,0.802,316,917
leafhopper,5,"['cicada', 'crayfish', 'isopod', 'praying mantis', 'lacewing']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.698,0.88,0.001,0.789,317,1103
lacewing,5,"['fly', 'cockroach', 'dragonfly', 'ant', 'stick insect']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.8400000000000001,0.764,0.84,0.001,0.802,318,1108
dragonfly,6,"['damselfly', 'tarantula', 'fly', 'ant', 'stick insect']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000002,0.84,0.525,0.84,0.002,0.682,319,867
damselfly,3,"['dragonfly', 'lacewing', 'daisy']","[0.68, 0.02, 0.02]",0.7071067811865477,0.2799999999999999,0.7,0.28,0.0,0.49,320,771
red admiral butterfly,3,"['ringlet butterfly', 'stinkhorn mushroom', 'earth star fungus']","[0.02, 0.02, 0.02]",0.0,0.94,0.904,0.94,0.001,0.922,321,807
ringlet butterfly,6,"['gossamer winged butterfly', 'cardoon', 'great grey owl', 'red admiral butterfly', 'plant pot']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.84,0.857,0.84,0.001,0.848,322,832
monarch butterfly,6,"['red admiral butterfly', 'european green lizard', 'ringlet butterfly', 'wheelbarrow', 'soap dispenser']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,1.0,0.86,0.001,0.93,323,737
small white butterfly,5,"['sulphur butterfly', 'ringlet butterfly', 'praying mantis', 'cardoon', 'acorn']","[0.8200000000000001, 0.04, 0.02, 0.02, 0.02]",1.4977954314515842,0.08,1.0,0.08,0.0,0.54,324,762
sulphur butterfly,3,"['hummingbird', 'rose hip', 'coral fungus']","[0.02, 0.02, 0.02]",0.0,0.94,0.522,0.94,0.002,0.731,325,894
gossamer winged butterfly,4,"['ringlet butterfly', 'barn spider', 'red admiral butterfly', 'sulphur butterfly']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.1547005383792512,0.8799999999999999,0.936,0.88,0.001,0.908,326,942
starfish,7,"['stingray', 'leatherback sea turtle', 'sea snake', 'sea cucumber', 'silver salmon']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.86,0.811,0.86,0.001,0.836,327,961
sea urchin,9,"['brain coral', 'chiton', 'sea anemone', 'sea slug', 'sea cucumber']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7600000000000001,0.76,0.76,0.001,0.76,328,1185
sea cucumber,16,"['slug', 'coral reef', 'flatworm', 'sea slug', 'swing']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.54,0.355,0.54,0.002,0.448,329,1342
cottontail rabbit,6,"['hare', 'angora rabbit', 'german shepherd dog', 'fox squirrel', 'marmot']","[0.26, 0.04, 0.02, 0.02, 0.02]",1.475482612925301,0.62,0.816,0.62,0.001,0.718,330,917
hare,1,['cottontail rabbit'],[0.1],0.0,0.9,0.75,0.9,0.001,0.825,331,930
angora rabbit,6,"['lhasa apso', 'persian cat', 'guinea pig', 'llama', 'patas monkey']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.647,0.88,0.001,0.764,332,982
hamster,3,"['angora rabbit', 'miniature schnauzer', 'guinea pig']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.687,0.92,0.001,0.804,333,1045
porcupine,6,"['marmoset', 'echidna', 'mongoose', 'guenon', 'howler monkey']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8599999999999999,0.652,0.86,0.001,0.756,334,1006
fox squirrel,14,"['marmot', 'brambling', 'wombat', 'schipperke', 'cougar']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.68,0.919,0.68,0.001,0.8,335,850
marmot,4,"['wallaby', 'limpkin', 'bighorn sheep', 'dutch oven']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.754,0.92,0.001,0.837,336,960
beaver,7,"['marmot', 'porcupine', 'wombat', 'limpkin', 'hamster']","[0.1399999999999999, 0.06, 0.02, 0.02, 0.02]",1.1500493356615296,0.7,0.745,0.7,0.001,0.722,337,970
guinea pig,8,"['angora rabbit', 'hamster', 'wombat', 'whippet', 'great dane']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7799999999999999,0.709,0.78,0.001,0.744,338,1114
common sorrel horse,5,"['saluki', 'orangutan', 'barrel', 'cowboy hat', 'horse drawn vehicle']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.957,0.9,0.001,0.928,339,876
zebra,3,"['ostrich', 'swing', 'sandbar']","[0.02, 0.02, 0.02]",0.0,0.94,0.979,0.94,0.001,0.96,340,846
pig,21,"['wild boar', 'warthog', 'stingray', 'rhodesian ridgeback', 'otterhound']","[0.2, 0.04, 0.02, 0.02, 0.02]",1.456547284601344,0.38,0.655,0.38,0.001,0.518,341,991
wild boar,7,"['warthog', 'pig', 'bittern bird', 'guinea pig', 'hippopotamus']","[0.1599999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.9736654935686996,0.6599999999999999,0.66,0.66,0.001,0.66,342,988
warthog,5,"['wild boar', 'komodo dragon', 'sea lion', 'water buffalo', 'armadillo']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8600000000000001,0.729,0.86,0.001,0.794,343,960
hippopotamus,9,"['cougar', 'warthog', 'water buffalo', 'orangutan', 'langur']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8200000000000001,0.837,0.82,0.001,0.828,344,883
ox,15,"['bullock cart', 'horse drawn vehicle', 'triceratops', 'peafowl', 'great pyrenees dog']","[0.26, 0.08, 0.02, 0.02, 0.02]",1.2909944487358047,0.4,0.455,0.4,0.001,0.428,345,1192
water buffalo,7,"['ox', 'bullock cart', 'hippopotamus', 'quail', 'warthog']","[0.2999999999999999, 0.06, 0.04, 0.02, 0.02]",1.4299393715804496,0.52,0.703,0.52,0.001,0.611,346,977
bison,9,"['ox', 'brown bear', 'american black bear', 'polar bear', 'wild boar']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.976,0.8,0.001,0.888,347,875
ram adult male sheep,11,"['bighorn sheep', 'llama', 'bedlington terrier', 'kuvasz', 'komondor']","[0.34, 0.04, 0.02, 0.02, 0.02]",1.4861978959589113,0.44,0.512,0.44,0.001,0.476,348,888
bighorn sheep,3,"['ram adult male sheep', 'alpine ibex', 'ostrich']","[0.24, 0.04, 0.02]",0.6856675374889226,0.7,0.648,0.7,0.001,0.674,349,1021
