classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,Accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
old english sheepdog,23,"['great pyrenees dog', 'tibetan terrier', 'soft coated wheaten terrier', 'chihuahua', 'maltese']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.4600000000000001,0.767,0.46,0.001,0.614,229,322
shetland sheepdog,10,"['collie', 'beagle', 'borzoi', 'saluki', 'golden retriever']","[0.1399999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.68,0.286,0.68,0.002,0.483,230,1012
collie,6,"['shetland sheepdog', 'border collie', 'papillon', 'tibetan terrier', 'briard']","[0.66, 0.08, 0.02, 0.02, 0.02]",1.4689975285264876,0.18,0.153,0.18,0.001,0.166,231,698
border collie,10,"['collie', 'shetland sheepdog', 'great pyrenees dog', 'papillon', 'borzoi']","[0.3999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.3576767530222709,0.3199999999999999,0.348,0.32,0.001,0.334,232,479
bouvier des flandres dog,21,"['standard poodle', 'miniature schnauzer', 'giant schnauzer', 'scottish terrier', 'briard']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.42,0.389,0.42,0.001,0.404,233,393
rottweiler,8,"['dobermann', 'entlebucher sennenhund', 'black and tan coonhound', 'australian kelpie', 'border collie']","[0.22, 0.06, 0.02, 0.02, 0.02]",1.3627927530355546,0.5999999999999999,0.545,0.6,0.001,0.572,234,1767
german shepherd dog,10,"['malinois', 'norwegian elkhound', 'rottweiler', 'hen', 'saluki']","[0.12, 0.04, 0.04, 0.02, 0.02]",1.2864700617061366,0.66,0.508,0.66,0.001,0.584,235,652
dobermann,9,"['rhodesian ridgeback', 'ostrich', 'black and tan coonhound', 'gordon setter', 'border collie']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.7999999999999998,0.325,0.8,0.002,0.562,236,1062
miniature pinscher,11,"['toy terrier', 'dobermann', 'chihuahua', 'flat coated retriever', 'basenji']","[0.1999999999999999, 0.18, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4306707618458616,0.3799999999999999,0.432,0.38,0.001,0.406,237,505
greater swiss mountain dog,10,"['entlebucher sennenhund', 'bernese mountain dog', 'beagle', 'rottweiler', 'whippet']","[0.5999999999999999, 0.1, 0.06, 0.04, 0.02]",1.4466937963846858,0.08,0.5,0.08,0.0,0.29,238,335
bernese mountain dog,9,"['entlebucher sennenhund', 'border collie', 'greater swiss mountain dog', 'papillon', 'beagle']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.9128709291752768,0.72,0.632,0.72,0.001,0.676,239,505
appenzeller sennenhund,4,"['entlebucher sennenhund', 'bernese mountain dog', 'dobermann', 'backpack']","[0.74, 0.2, 0.02, 0.02]",0.957549162553564,0.02,0.5,0.02,0.0,0.26,240,71
entlebucher sennenhund,7,"['greater swiss mountain dog', 'boston terrier', 'border collie', 'rottweiler', 'bernese mountain dog']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.84,0.309,0.84,0.003,0.574,241,387
boxer,13,"['american staffordshire terrier', 'bullmastiff', 'beagle', 'pig', 'toy terrier']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.62,0.574,0.62,0.001,0.597,242,446
bullmastiff,15,"['boxer', 'french bulldog', 'brussels griffon', 'rhodesian ridgeback', 'bloodhound']","[0.1399999999999999, 0.04, 0.04, 0.02, 0.02]",1.3532751773025922,0.54,0.614,0.54,0.001,0.577,243,363
tibetan mastiff,9,"['airedale terrier', 'schipperke', 'shetland sheepdog', 'dobermann', 'bernese mountain dog']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8199999999999998,0.695,0.82,0.001,0.758,244,399
french bulldog,4,"['boston terrier', 'italian greyhound', 'chimpanzee', 'dough']","[0.12, 0.02, 0.02, 0.02]",1.1547005383792512,0.8199999999999998,0.621,0.82,0.001,0.72,245,802
great dane,20,"['rhodesian ridgeback', 'dalmatian', 'weimaraner', 'american staffordshire terrier', 'bullmastiff']","[0.1, 0.1, 0.04, 0.04, 0.04]",0.4082482904638626,0.38,0.559,0.38,0.001,0.47,246,1077
st  bernard,5,"['borzoi', 'brittany dog', 'clumber spaniel', 'collie', 'park bench']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.703,0.9,0.001,0.802,247,885
husky,10,"['alaskan malamute', 'siberian husky', 'dog sled', 'norwegian elkhound', 'shetland sheepdog']","[0.26, 0.16, 0.06, 0.02, 0.02]",0.6653451543074721,0.3800000000000001,0.475,0.38,0.001,0.428,248,538
alaskan malamute,9,"['siberian husky', 'husky', 'newfoundland dog', 'samoyed', 'arctic fox']","[0.26, 0.12, 0.02, 0.02, 0.02]",0.9958592325451168,0.48,0.421,0.48,0.001,0.45,249,472
siberian husky,8,"['alaskan malamute', 'husky', 'wallaby', 'golden retriever', 'border collie']","[0.1999999999999999, 0.18, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.402656342623182,0.4799999999999999,0.381,0.48,0.001,0.43,250,146
dalmatian,6,"['great dane', 'angora rabbit', 'recreational vehicle', 'sarong', 'shovel']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.759,0.88,0.001,0.82,251,551
affenpinscher,15,"['bouvier des flandres dog', 'miniature schnauzer', 'giant schnauzer', 'maltese', 'pekingese']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.62,0.838,0.62,0.001,0.729,252,365
basenji,13,"['ibizan hound', 'toy terrier', 'chihuahua', 'beagle', 'bluetick coonhound']","[0.1, 0.08, 0.02, 0.02, 0.02]",0.5071295169770311,0.6,0.698,0.6,0.001,0.649,253,504
pug,9,"['french bulldog', 'wombat', 'bluetick coonhound', 'boston terrier', 'labrador retriever']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.8,0.8,0.001,0.8,254,502
leonberger,9,"['tibetan mastiff', 'st  bernard', 'golden retriever', 'german shepherd dog', 'afghan hound']","[0.1199999999999999, 0.1199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999]",-0.1527442975595477,0.5399999999999999,1.0,0.54,0.001,0.77,255,60
newfoundland dog,16,"['tibetan mastiff', 'border collie', 'collie', 'border terrier', 'norwich terrier']","[0.08, 0.06, 0.04, 0.02, 0.02]",0.3631734744194302,0.5599999999999999,0.609,0.56,0.001,0.584,256,446
great pyrenees dog,6,"['golden retriever', 'shetland sheepdog', 'beagle', 'english springer spaniel', 'kuvasz']","[0.1199999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.3627927530355546,0.7599999999999999,0.286,0.76,0.003,0.523,257,844
samoyed,4,"['great pyrenees dog', 'shetland sheepdog', 'polar bear', 'angora rabbit']","[0.12, 0.02, 0.02, 0.02]",1.1547005383792512,0.8199999999999998,0.837,0.82,0.001,0.828,258,1742
pomeranian,6,"['pekingese', 'shetland sheepdog', 'lhasa apso', 'schipperke', 'keeshond']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.74,0.804,0.74,0.001,0.772,259,1773
chow chow,8,"['golden retriever', 'german shepherd dog', 'collie', 'great pyrenees dog', 'pomeranian']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.7600000000000001,0.927,0.76,0.001,0.844,260,413
keeshond,11,"['norwegian elkhound', 'pekingese', 'golden retriever', 'malinois', 'st  bernard']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7600000000000001,0.826,0.76,0.001,0.793,261,350
brussels griffon,15,"['pekingese', 'french bulldog', 'chihuahua', 'toy terrier', 'airedale terrier']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.66,0.767,0.66,0.001,0.714,262,377
pembroke welsh corgi,14,"['golden retriever', 'shetland sheepdog', 'pekingese', 'papillon', 'beagle']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.66,0.508,0.66,0.001,0.584,263,704
cardigan welsh corgi,14,"['pembroke welsh corgi', 'collie', 'border collie', 'shetland sheepdog', 'wallaby']","[0.3799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.4165080293920356,0.2399999999999999,0.667,0.24,0.0,0.454,264,379
toy poodle,14,"['miniature poodle', 'maltese', 'golden retriever', 'kerry blue terrier', 'standard poodle']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.52,0.265,0.52,0.002,0.392,265,484
miniature poodle,11,"['toy poodle', 'standard poodle', 'maltese', 'soft coated wheaten terrier', 'pekingese']","[0.5599999999999999, 0.1399999999999999, 0.06, 0.04, 0.02]",1.3574770863737895,0.06,0.25,0.06,0.0,0.155,266,389
standard poodle,15,"['toy poodle', 'bedlington terrier', 'airedale terrier', 'irish wolfhound', 'kerry blue terrier']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.62,0.397,0.62,0.002,0.508,267,507
mexican hairless dog xoloitzcuintli,14,"['chihuahua', 'toy terrier', 'pig', 'hippopotamus', 'wombat']","[0.04, 0.04, 0.04, 0.04, 0.02]",-1.4999999999999991,0.64,0.941,0.64,0.001,0.79,268,331
grey wolf,7,"['red wolf or maned wolf', 'alaskan tundra wolf', 'coyote', 'husky', 'wallaby']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",-0.2715454178836389,0.6999999999999998,0.479,0.7,0.001,0.589,269,669
alaskan tundra wolf,7,"['grey wolf', 'great pyrenees dog', 'wallaby', 'alaskan malamute', 'lion']","[0.18, 0.04, 0.02, 0.02, 0.02]",1.4451375710458836,0.68,0.694,0.68,0.001,0.687,270,526
red wolf or maned wolf,11,"['grey wolf', 'coyote', 'red fox', 'alaskan tundra wolf', 'kit fox']","[0.16, 0.16, 0.1, 0.04, 0.04]",-2.1044702769362324e-16,0.38,0.333,0.38,0.001,0.357,271,475
coyote,9,"['red wolf or maned wolf', 'grey wolf', 'red fox', 'grey fox', 'wallaby']","[0.2999999999999999, 0.1399999999999999, 0.04, 0.04, 0.02]",1.0088249210546871,0.38,0.514,0.38,0.001,0.447,272,747
dingo,16,"['pembroke welsh corgi', 'dhole', 'wombat', 'bloodhound', 'golden retriever']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.64,0.78,0.64,0.001,0.71,273,387
dhole,5,"['red wolf or maned wolf', 'wallaby', 'dingo', 'hyena', 'kit fox']","[0.18, 0.06, 0.04, 0.02, 0.02]",1.2832119003429123,0.68,0.829,0.68,0.001,0.754,274,360
african wild dog,6,"['wallaby', 'flat coated retriever', 'dobermann', 'american black bear', 'badger']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.917,0.88,0.001,0.899,275,358
hyena,10,"['border terrier', 'newfoundland dog', 'red wolf or maned wolf', 'african wild dog', 'red fox']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8,0.909,0.8,0.001,0.854,276,630
red fox,6,"['kit fox', 'grey fox', 'coyote', 'red panda', 'grey wolf']","[0.24, 0.06, 0.04, 0.04, 0.02]",1.4093214976585602,0.58,0.492,0.58,0.001,0.536,277,1066
kit fox,8,"['red fox', 'coyote', 'grey fox', 'wallaby', 'red wolf or maned wolf']","[0.32, 0.04, 0.04, 0.02, 0.02]",1.4778827833509571,0.5,0.472,0.5,0.001,0.486,278,348
arctic fox,9,"['samoyed', 'alaskan tundra wolf', 'great pyrenees dog', 'wallaby', 'kit fox']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",7.15940788213702e-16,0.6199999999999999,0.886,0.62,0.001,0.753,279,353
grey fox,12,"['kit fox', 'red fox', 'red wolf or maned wolf', 'grey wolf', 'coyote']","[0.1199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999]",-0.1579875514375959,0.4999999999999999,0.735,0.5,0.001,0.617,280,425
tabby cat,8,"['tiger cat', 'persian cat', 'laptop computer', 'koala', 'conch']","[0.1399999999999999, 0.08, 0.04, 0.02, 0.02]",0.8095920178218727,0.64,0.405,0.64,0.002,0.522,281,512
tiger cat,15,"['tabby cat', 'tiger', 'quilt', 'boston terrier', 'golden retriever']","[0.34, 0.22, 0.04, 0.02, 0.02]",0.6471045569808387,0.16,0.381,0.16,0.0,0.27,282,81
persian cat,8,"['angora rabbit', 'japanese chin', 'soft coated wheaten terrier', 'golden retriever', 'shetland sheepdog']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.8,0.8,0.001,0.8,283,509
siamese cat,3,"['golden retriever', 'tabby cat', 'tiger cat']","[0.02, 0.02, 0.02]",0.0,0.94,0.839,0.94,0.001,0.89,284,1133
egyptian mau,22,"['tabby cat', 'siamese cat', 'tiger cat', 'printer', 'persian cat']","[0.24, 0.12, 0.08, 0.06, 0.04]",1.0318052964821576,0.08,0.667,0.08,0.0,0.374,285,72
cougar,10,"['lion', 'wallaby', 'red wolf or maned wolf', 'kit fox', 'tabby cat']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.7799999999999998,0.929,0.78,0.001,0.854,286,525
lynx,13,"['tabby cat', 'wallaby', 'grey wolf', 'kit fox', 'egyptian mau']","[0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.499999999999999,0.6799999999999999,0.919,0.68,0.001,0.8,287,740
leopard,2,"['jaguar', 'cheetah']","[0.08, 0.06]",0.0,0.86,0.717,0.86,0.001,0.788,288,1052
snow leopard,5,"['leopard', 'tiger', 'grey wolf', 'hyena', 'angora rabbit']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.8200000000000001,0.953,0.82,0.001,0.886,289,470
jaguar,6,"['leopard', 'snow leopard', 'tiger', 'cheetah', 'american black bear']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.74,0.86,0.74,0.001,0.8,290,666
lion,5,"['vizsla', 'chimpanzee', 'indri', 'african bush elephant', 'volcano']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.833,0.9,0.001,0.866,291,1330
tiger,3,"['cougar', 'leopard', 'lion']","[0.02, 0.02, 0.02]",0.0,0.94,0.734,0.94,0.001,0.837,292,1367
cheetah,3,"['leopard', 'tiger', 'lawn mower']","[0.06, 0.02, 0.02]",0.7071067811865476,0.8999999999999999,0.865,0.9,0.001,0.883,293,740
brown bear,2,"['tabby cat', 'american black bear']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.716,0.96,0.001,0.838,294,1408
american black bear,7,"['brown bear', 'sloth bear', 'wallaby', 'wombat', 'schipperke']","[0.0999999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.7399999999999999,0.673,0.74,0.001,0.706,295,869
polar bear,7,"['brown bear', 'golden retriever', 'great pyrenees dog', 'pig', 'bison']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.84,0.894,0.84,0.001,0.867,296,891
sloth bear,13,"['american black bear', 'brown bear', 'magpie', 'flat coated retriever', 'shetland sheepdog']","[0.14, 0.04, 0.02, 0.02, 0.02]",1.4035141563500908,0.6000000000000001,0.882,0.6,0.001,0.741,297,357
mongoose,13,"['meerkat', 'wallaby', 'ring tailed lemur', 'garter snake', 'wombat']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.66,0.846,0.66,0.001,0.753,298,557
meerkat,12,"['mongoose', 'prairie grouse', 'wallaby', 'wombat', 'pomeranian']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7200000000000002,0.9,0.72,0.001,0.81,299,596
tiger beetle,5,"['leaf beetle', 'ground beetle', 'weevil', 'fly', 'cicada']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8799999999999999,0.647,0.88,0.001,0.764,300,395
ladybug,5,"['leaf beetle', 'bee', 'knot', 'necklace', 'corn']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.524,0.88,0.002,0.702,301,1127
ground beetle,7,"['tiger beetle', 'longhorn beetle', 'dung beetle', 'fly', 'spiny lobster']","[0.16, 0.1, 0.1, 0.04, 0.02]",0.1632576394648824,0.54,0.711,0.54,0.001,0.626,302,423
longhorn beetle,11,"['weevil', 'leaf beetle', 'grasshopper', 'tree frog', 'tiger beetle']","[0.22, 0.06, 0.04, 0.02, 0.02]",1.361323120053111,0.52,0.591,0.52,0.001,0.556,303,400
leaf beetle,9,"['ladybug', 'longhorn beetle', 'tiger beetle', 'dung beetle', 'rhinoceros beetle']","[0.2999999999999999, 0.08, 0.06, 0.02, 0.02]",1.3208174853541992,0.44,0.595,0.44,0.001,0.518,304,486
dung beetle,12,"['tiger beetle', 'ground beetle', 'american bullfrog', 'tree frog', 'rock crab']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7200000000000001,0.72,0.72,0.001,0.72,305,458
rhinoceros beetle,10,"['longhorn beetle', 'dung beetle', 'cricket insect', 'crayfish', 'ground beetle']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.74,0.841,0.74,0.001,0.79,306,450
weevil,6,"['tree frog', 'tick', 'ground beetle', 'longhorn beetle', 'fly']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.88,0.571,0.88,0.002,0.726,307,525
fly,10,"['bee', 'tarantula', 'tick', 'tiger beetle', 'ladybug']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.639,0.78,0.001,0.71,308,958
bee,9,"['honeycomb', 'ladybug', 'plant pot', 'leaf beetle', 'fly']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.7399999999999999,0.841,0.74,0.001,0.79,309,1737
ant,18,"['tiger beetle', 'cricket insect', 'ladybug', 'ground beetle', 'leatherback sea turtle']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.52,0.765,0.52,0.001,0.643,310,372
grasshopper,9,"['cricket insect', 'tree frog', 'weevil', 'lacewing', 'terrapin']","[0.36, 0.04, 0.04, 0.04, 0.02]",1.4864782779991357,0.42,0.488,0.42,0.001,0.454,311,587
cricket insect,12,"['grasshopper', 'cockroach', 'snail', 'crayfish', 'tiger beetle']","[0.18, 0.04, 0.02, 0.02, 0.02]",1.4451375710458836,0.5800000000000001,0.322,0.58,0.002,0.451,312,554
stick insect,26,"['praying mantis', 'cricket insect', 'grasshopper', 'european green lizard', 'plant pot']","[0.2, 0.1, 0.06, 0.04, 0.04]",1.0701908064798324,0.12,0.5,0.12,0.0,0.31,313,99
cockroach,24,"['centipede', 'tick', 'fly', 'cricket insect', 'goldfinch']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.42,0.636,0.42,0.001,0.528,314,663
praying mantis,14,"['grasshopper', 'cricket insect', 'european green lizard', 'isopod', 'fly']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.6600000000000001,0.673,0.66,0.001,0.667,315,1074
cicada,4,"['terrapin', 'tick', 'chiton', 'longhorn beetle']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.754,0.92,0.001,0.837,316,489
leafhopper,5,"['cicada', 'cricket insect', 'tiger beetle', 'lacewing', 'swing']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.84,0.913,0.84,0.001,0.876,317,494
lacewing,8,"['isopod', 'damselfly', 'wolf spider', 'centipede', 'fly']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8,0.784,0.8,0.001,0.792,318,351
dragonfly,5,"['damselfly', 'tarantula', 'weevil', 'fly', 'cicada']","[0.2799999999999999, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.64,1.0,0.64,0.001,0.82,319,623
damselfly,2,"['lacewing', 'daisy']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.696,0.96,0.001,0.828,320,644
red admiral butterfly,4,"['ringlet butterfly', 'ladybug', 'stinkhorn mushroom', 'earth star fungus']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.9,0.865,0.9,0.001,0.883,321,342
ringlet butterfly,6,"['gossamer winged butterfly', 'goldfinch', 'great grey owl', 'quail', 'praying mantis']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.878,0.86,0.001,0.869,322,347
monarch butterfly,1,['recreational vehicle'],[0.02],0.0,0.98,0.961,0.98,0.001,0.97,323,994
small white butterfly,2,"['sulphur butterfly', 'acorn']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.842,0.96,0.001,0.901,324,494
sulphur butterfly,7,"['small white butterfly', 'goldfinch', 'hummingbird', 'monarch butterfly', 'drink pitcher']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7800000000000001,0.975,0.78,0.001,0.878,325,102
gossamer winged butterfly,3,"['red admiral butterfly', 'ringlet butterfly', 'fly']","[0.1, 0.08, 0.02]",-0.5280049792181883,0.8,0.93,0.8,0.001,0.865,326,356
starfish,9,"['coral reef', 'leatherback sea turtle', 'gila monster', 'tarantula', 'sea cucumber']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.909,0.8,0.001,0.854,327,1030
sea urchin,10,"['sea anemone', 'chiton', 'sea cucumber', 'green iguana', 'sea slug']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.74,0.685,0.74,0.001,0.712,328,460
sea cucumber,20,"['bathtub', 'necklace', 'corn', 'house finch', 'box turtle']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.54,0.435,0.54,0.001,0.488,329,432
cottontail rabbit,6,"['hare', 'angora rabbit', 'koala', 'fox squirrel', 'marmot']","[0.18, 0.04, 0.02, 0.02, 0.02]",1.4451375710458836,0.7,0.729,0.7,0.001,0.714,330,555
hare,5,"['cottontail rabbit', 'angora rabbit', 'bluetick coonhound', 'african wild dog', 'fox squirrel']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.7600000000000001,0.776,0.76,0.001,0.768,331,569
angora rabbit,7,"['lhasa apso', 'old english sheepdog', 'keeshond', 'llama', 'pillow']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.86,0.632,0.86,0.001,0.746,332,459
hamster,3,"['guinea pig', 'maltese', 'macaque']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.535,0.92,0.002,0.728,333,746
porcupine,10,"['echidna', 'fox squirrel', 'beaver', 'pig', 'weasel']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7800000000000001,0.848,0.78,0.001,0.814,334,809
fox squirrel,8,"['marmot', 'chickadee', 'husky', 'tiger', 'american black bear']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8199999999999997,0.745,0.82,0.001,0.782,335,571
marmot,6,"['wallaby', 'black grouse', 'hippopotamus', 'baboon', 'mountain bike']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.623,0.86,0.001,0.742,336,597
beaver,8,"['marmot', 'wombat', 'porcupine', 'common redshank', 'hamster']","[0.16, 0.04, 0.04, 0.02, 0.02]",1.3933319214743298,0.66,0.75,0.66,0.001,0.705,337,425
guinea pig,6,"['hamster', 'angora rabbit', 'wombat', 'cottontail rabbit', 'doormat']","[0.16, 0.08, 0.02, 0.02, 0.02]",0.9736654935686996,0.68,0.773,0.68,0.001,0.726,338,502
common sorrel horse,9,"['llama', 'backpack', 'golden retriever', 'alpine ibex', 'hartebeest']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7800000000000001,0.975,0.78,0.001,0.878,339,93
zebra,2,"['miniskirt', 'recreational vehicle']","[0.02, 0.02]",0.0,0.96,0.98,0.96,0.001,0.97,340,958
pig,15,"['wild boar', 'wallaby', 'airedale terrier', 'dobermann', 'basenji']","[0.18, 0.02, 0.02, 0.02, 0.02]",1.4999999999999998,0.54,0.329,0.54,0.002,0.434,341,701
wild boar,4,"['pig', 'common gallinule', 'warthog', 'bison']","[0.12, 0.02, 0.02, 0.02]",1.1547005383792512,0.8199999999999998,0.672,0.82,0.001,0.746,342,1431
warthog,9,"['wild boar', 'wallaby', 'pig', 'wombat', 'dhole']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.7,0.921,0.7,0.001,0.81,343,510
hippopotamus,11,"['electric ray', 'tarantula', 'flamingo', 'dugong', 'pig']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7799999999999999,0.672,0.78,0.001,0.726,344,833
ox,18,"['water buffalo', 'bullock cart', 'pig', 'horse drawn vehicle', 'llama']","[0.24, 0.22, 0.1, 0.06, 0.04]",0.2688642587970903,0.08,0.8,0.08,0.0,0.44,345,82
water buffalo,9,"['terrapin', 'brittany dog', 'coyote', 'pig', 'hippopotamus']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8200000000000001,0.547,0.82,0.002,0.684,346,494
bison,8,"['brown bear', 'water buffalo', 'wallaby', 'pig', 'alpine ibex']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7799999999999999,0.867,0.78,0.001,0.824,347,723
ram adult male sheep,8,"['bighorn sheep', 'wool', 'great pyrenees dog', 'pig', 'llama']","[0.3, 0.12, 0.04, 0.04, 0.04]",1.1955626735637674,0.4000000000000001,0.606,0.4,0.001,0.503,348,580
bighorn sheep,6,"['ram adult male sheep', 'alpine ibex', 'recreational vehicle', 'wool', 'brussels griffon']","[0.22, 0.1, 0.04, 0.04, 0.02]",1.0684669529890447,0.5599999999999999,0.622,0.56,0.001,0.591,349,514
alpine ibex,8,"['ptarmigan', 'brown bear', 'fly', 'marmot', 'bighorn sheep']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.84,0.764,0.84,0.001,0.802,350,442
hartebeest,2,"['water buffalo', 'impala antelope']","[0.02, 0.02]",0.0,0.96,0.8,0.96,0.001,0.88,351,446
impala antelope,5,"['gazelle', 'hartebeest', 'hammerhead shark', 'alpine ibex', 'barn']","[0.2, 0.12, 0.02, 0.02, 0.02]",0.7499910626776829,0.62,0.66,0.62,0.001,0.64,352,536
gazelle,7,"['impala antelope', 'hartebeest', 'wallaby', 'pig', 'llama']","[0.24, 0.06, 0.02, 0.02, 0.02]",1.3857772962152823,0.5999999999999999,0.714,0.6,0.001,0.657,353,548
arabian camel,9,"['llama', 'recreational vehicle', 'lion', 'bison', 'macaque']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7799999999999999,0.83,0.78,0.001,0.805,354,529
